"atleta_id","nome","apelido"
89695,"Iury Lirio Freitas de Castilho","Iury"
89885,"Leandro Alves de Carvalho","Leandrinho"
96328,"Matheus Oliveira Santos","Matheus Oliveira"
96349,"Geovane Henrique Pereira de Souza","Geovane"
89871,"Leonardo Pisculichi","Pisculichi"
89924,"Bruno Edgar Silva Almeida","Bruno Ramires"
96411,"Cassiano Silva dos Santos","Cassiano"
89930,"Andrigo Oliveira de Araujo","Andrigo"
89898,"Róger Krug Guedes","Róger Guedes"
96464,"Mauricio Tomazi Pinheiro","Mauricio"
96804,"Vitor da Silva Vieira","Vitor"
96524,"Victor Lindenberg Vieira","Victor Lindenberg"
90061,"Bruno de Jesus Pacheco","Bruno Pacheco"
89976,"Gerferson Cerqueira Teles","Geferson"
96965,"Leonardo Thomas Lopes","Léo Lopes"
96433,"Ralph Machado Dias","Ralph"
90031,"John Stiven Mendoza Valencia","Mendoza"
96591,"Renan Augusto Lodi dos Santos","Renan Lodi"
90285,"Bruno Henrique Pinto","Bruno Henrique"
90302,"Pedro Rocha Neves","Pedro Rocha"
96832,"Rodrigo Figueiredo de Carvalho","Rodrigo Figueiredo"
90290,"Jaílson Marques Siqueira","Jailson"
96831,"Carlos Moisés de Lima","Carlinhos"
96870,"Emerson Aparecido Leite de Souza Junior","Emerson"
96966,"Arthur Gomes Lourenço","Arthur Gomes"
97228,"Carlos Vitor da Silva Nascimento","Santarém"
90309,"David Correa da Fonseca","David"
97138,"Renan Silva Bragança","Dida"
90303,"Lincoln Henrique Oliveira dos Santos","Lincoln"
97315,"Guilherme Mantuan","Mantuan"
97322,"Gabriel Vinícius de Oliveira Furtado","Gabriel Furtado"
95127,"Nicolas Vichiatto da Silva","Nicolas"
90335,"Jeferson Carvalho dos Santos","Jeferson Negueba"
97349,"Daniel dos Santos Penha","Daniel"
97444,"Julio Cezar Rusch","Julio Rusch"
99257,"João Erick Marques da Silva","João Erick"
97445,"Matheus Felipe Camargo Iacovelli","Matheus Iacovelli"
97352,"Luiz Henrique Pachu Lira","Pachu"
97452,"Marcos Vinícius Silva Rocha Calazans","Marcos Calazans"
97502,"Yilmar Alexis Filigrana Possu","Filigrana"
97443,"Romercio Pereira da Conceição","Romercio"
97527,"Matheus Alessandro dos Santos Pereira","Matheus Alessandro"
97528,"Wesley Frazan Bernardo","Frazan"
97536,"Bryan Borges Mascarenhas","Bryan"
97520,"Shaylon Kallyson Cardoso","Shaylon"
97532,"Jean Paul Jesús Pineda Cortés","Jean Pineda"
97537,"Gabriel Dal Toé Busanello","Busanello"
97535,"Hiago Correa Silveira Cena","Hiago"
97540,"Vinícius Szeuczuk Ribeiro","Vinícius Guarapuava"
97645,"Thiago Couto Wenceslau","Thiago Couto"
97538,"Marcio Marcelo Leite Júnior","Marcio"
97653,"Murilo Cerqueira Paim","Murilo"
97546,"Marco Túlio Oliveira Lemos","Marco Túlio"
97680,"Yan Oliveira Lima","Yan"
97856,"Lucas de Souza Ventura","Nonoca"
97769,"Yuri Jonathan Vitor Coelho","Yuri"
97768,"Reynaldo César Moraes","Reynaldo"
97771,"Wytallo Thiago Lima da Silva","Thiaguinho"
97878,"Jacy Maranhão Oliveira","Jacy"
97879,"Matheus Aleksander dos Anjos","Matheus Anjos"
97863,"Jhemerson Guimarães Gaigher","Jhemerson"
98034,"Maílson Tenório dos Santos","Maílson"
97877,"Patrick Correia Sales","Patrick Correia"
97880,"Murillo Magno de Carvalho","Murillo"
97902,"Rafael Santos de Sousa","Rafael"
90634,"Lucas da Silva Izidoro","Lucas Mineiro"
90587,"Gustavo Cascardo de Assis","Cascardo"
98035,"Caio Felipe dos Santos Silva","Caio"
98184,"Rodrigo Alves da Cruz","Rodrigo Pelezinho"
98315,"Evanderson Costa da Silva","Evanderson"
98352,"Bruno Guimarães Rodriguez Moura","Bruno Guimarães"
98056,"Luiz Felipe Machado de Souza","Luiz Felipe"
98333,"Gabriel Batista de Souza","Gabriel Batista"
98402,"Marcus Wendel Valle da Silva","Wendel"
98221,"Ilson Cedric Borges de Accacio Lima","Cedric"
98401,"Patrick Luan dos Santos","Patrick Luan"
98517,"Jean Lucas de Souza Oliveira","Jean Lucas"
98515,"Lucas da Silva de Jesus","Lucas Silva"
98516,"Loran dos Santos da Silva","Loran "
98706,"Pedro Victor Delmino da Silva","Pedrinho"
98874,"Marcelo dos Santos Rosa","Marcelo"
98766,"Emanuel Rocha Dos Santos","Emanuel"
98774,"Flávio Augusto De Castro","Flávio"
98765,"José Marcos Costa Martins","Marquinho"
98952,"Leonardo Natel Vieira","Léo Natel"
98888,"Cláudio Vitor Morais de Lima Cruz","Cláudio Vitor"
98945,"Derlan de Oliveira Bento","Derlan"
98910,"João Pedro Ribeiro dos Reis","João Pedro"
99033,"Joao Victor Inacio Araujo","João Victor"
99254,"Dayvid Alexsander da Silva","Dayvid"
90651,"Rodrigo Gomes dos Santos","Rodrigão"
99021,"Riuler de Oliveira Faustino","Riuler"
99035,"Pedro Vitor Ferreira Da Silva ","Pedro Vitor"
99041,"Pedro Gomes Bortoluzo","Pedro Bortoluzo"
99283,"Junior Henrique Eichelberger","Henrique"
99258,"Matheus Bezerra Santos","Matheus Bezerra"
99032,"João Paulo Ferreira Lourenço","Lourenço"
99256,"Alesandro dos Santos Pereira","Alesandro"
99379,"Guilherme Borges Neves","Borges"
99255,"Pedro Henryque Pereira dos Santos","Pedro Henryque"
99034,"Elias Lira Nogueira Junior ","Elias"
99353,"Lucas de Oliveira Antunes","Lucas Índio"
99388,"Lucas Vinícius Santos Bernardino","Lucas Vinícius"
99461,"Daniel dos Santos Oliveira","Daniel"
99356,"José Vinícius Almeida Soares","Vinícius"
99411,"Alexsander Jhonatta de Oliveira Andrade","Alexsander"
99425,"Felipe Souza Moreno Sampaio","Felipe"
99424,"Éder Gabriel Militão","Éder Militão"
90399,"Jonathan da Silveira Fernandes Reis","Fernandes"
90444,"Moisés Roberto Barbosa","Moisés"
99430,"Diego Terra Loureiro","Diego"
90455,"Jefferson Vasconcelos Braz da Silva ","Jefferson Nem"
99474,"Wenderson Da Silva Costa Ferreira","Wenderson"
99460,"Caio Alan Tem Catem Gonçalves","Caio"
90531,"Raul José Cardoso","Raul"
99535,"Vinicius José Paixão de Oliveira Junior","Vinicius Junior"
90532,"Arthur Henrique Ramos de Oliveira Melo","Arthur"
90535,"Alex Sandro dos Santos Apolinario","Alex"
90566,"Rafael Vinicius Carvalho Longuine","Rafael Longuine"
99625,"Conrado Buchanelli Holz","Conrado"
99616,"Felipe Saraiva","Felipe Saraiva"
90715,"Luiz Fernando Moraes dos Santos","Luiz Fernando "
90569,"Yuri Oliveira Lima","Yuri"
99550,"Fernando Peixoto Costanza","Fernando"
99628,"Ezequiel Gonzalo Esperon","Esperon"
99588,"Paulo Vitor Fernandes Pereira","Paulo Vitor"
90768,"Fabrício Bruno Soares de Faria","Fabrício Bruno"
99615,"Bruno Cosendey Lobo Pinto","Bruno Cosendey"
99670,"Arthur Henrique Vieira Araujo","Arthur"
99661,"Igor Cássio Vieira dos Santos","Igor Cássio"
90899,"Lucas Fernandes","Lucas Fernandes"
93414,"Mauro Joel Carli","Joel Carli"
90843,"Elias Martello Curzel","Elias"
90933,"Jean Paulo Fernandes Filho","Jean"
90892,"Wallace Ribeiro Barato","Wallace"
99818,"Paulo Henrique Sampaio Filho ","Paulinho"
99817,"Gleison Bremer Silva Nascimento","Bremer"
91001,"Evandro Lima de Oliveira Filho","Evandro"
91003,"Alison Vicente da Silva","Alison"
99789,"Brenner Souza da Silva","Brenner"
91094,"Ramón Darío Ábila","Ábila"
99721,"Matheus Mascarenhas dos Santos Raimundo","Mascarenhas"
99832,"Leonardo da Silva Simas","Léo"
99834,"Dionathã da Silva","Dionathã"
91101,"Ronaldo de Oliveira Strada","Ronaldo"
91102,"Flávio Medeiros da Silva","Flávio"
99824,"Douglas Santos da Silva","Douglas"
99878,"Leonardo Da Silva Passos","Léo Passos"
99880,"Clesly Evandro Guimarães","Kelly"
91156,"Jesiel Cardoso Miranda","Jesiel"
91203,"Éder Ferreira Graminho","Éder "
91204,"Warleson Stellion Lisboa Oliveira","Warleson"
91264,"Matheus Gonçalves Savio","Matheus Savio"
91260,"Lucas Estella Perri","Lucas Perri"
91201,"Eduardo Gabriel Aquino Cossa","Pepê"
91194,"Thiago Rodrigues da Silva","Thiago"
93490,"Guilherme Henrique Silva Nogueira","Guilherme"
91191,"Gustavo Blanco Petersen Macedo","Gustavo Blanco"
93551,"Igor Henrique Martins Machado","Igor"
93739,"Peterson Silvino da Cruz","Peu"
91359,"Bruno Bispo dos Anjos","Bruno Bispo"
91388,"Rodrigo de Oliveira Ramos","Rodrigo Ramos"
89693,"Leonan José Valandro Gomes","Leonan"
92614,"Rafaelson Bezerra Fernandes","Rafaelson"
94857,"Jonatan David Gomez Ospina","Jonatan Gomez"
91573,"Robert Abel Arboleda Escobar","Arboleda"
99881,"Ricardo Queiroz de Alencastro Graça","Ricardo"
94854,"César de São José Morais","César"
93785,"Alan Cardoso de Andrade","Alan Cardoso"
91519,"Colin Kazim-Richards","Kazim"
94930,"Lucas Tolentino Coelho de Lima","Lucas Paquetá"
94894,"João Victor da Vitória Fernandes","Capixaba"
94885,"Leonardo Felipe Santos da Silva","Léo"
93746,"Reinaldo Lenis Montes","Lenis"
94931,"Lucas Fernandes da Silva","Lucas Fernandes"
91508,"Leonardo Felipe Valencia Rossel","Leonardo Valencia"
91664,"Adryelson Shawann Lima Silva","Adryelson"
93787,"Andrey Ramos do Nascimento","Andrey"
94966,"Deijair dos Santos Nunes","Deijair "
93788,"Evander da Silva Ferreira","Evander"
93869,"Lucas Oliveira de França","Lucas França"
93789,"Caio Monteiro Costa","Caio Monteiro"
91706,"Marlon Rodrigues Xavier","Marlon"
94962,"Lucas Emanoel Leite Romão","Lucão"
94971,"Luís Fernando Santos da Conceição","Luís Fernando"
94968,"Luis Antônio da Rocha Júnior","Juninho Capixaba"
93790,"Marlon Rodrigues Freitas","Marlon Freitas"
94985,"Domilson Cordeiro dos Santos","Dodô"
91714,"Marciel Silva da Silva","Marciel"
94975,"Marco Antônio Rosa Furtado Júnior","Marco Antônio"
95022,"Thalis Henrique Cantanhede","Thalis "
93797,"Márcio Almeida de Oliveira","Marcinho"
91715,"Matheus Henrique Cassini de Paula","Matheus Cassini"
91808,"Caíque França Godoy","Caíque França"
95023,"Luis Guilherme Castro de Melo","Luis Guilherme"
93846,"Rafael Augusto Leite Fachin","Rafael Fachin"
95058,"Onitlasi Júnior de Moraes Rodrigues","Moraes"
91842,"Breno Evangelista Cantão de Oliveira","Breno"
91815,"Ygor Nogueira de Paula","Nogueira"
95054,"Waltenecir da Silva Ramos Júnior","Júnior Ramos"
92630,"Claudio Luiz Rodrigues Parise Leonel","Claudinho"
91866,"José Ivaldo Almeida Silva","Zé Ivaldo"
93882,"Cleiton Schwengber","Cleiton"
91917,"Adniellyson da Silva Oliveira","Silva"
93986,"Luis Ángel Salazar Cuesta","Salazar"
92981,"Ronaldo da Silva Souza","Ronaldo"
93108,"Mateus da Silva Vital Assumpção","Mateus Vital"
92662,"Denilson dos Santos de Souza","Denilson"
99629,"Jadson Ailton Oliveira Da Silva Vale","Jadson"
94004,"Andrei Alba","Andrei Alba"
91929,"Everson Bispo Pereira","Everson"
94003,"Lucas Luiz Scalon","Scalon"
95126,"Yago César da Silva","Yago"
93146,"Yan Matheus Santos Souza","Yan"
94044,"John Victor Maciel Furtado","John Victor"
94045,"Diego Gomes dos Santos","Diego Gomes"
91972,"João Paulo Queiroz Moraes","João Paulo"
93151,"Thiago Nascimento dos Santos","Thiago Santos"
94978,"Kaynan Ribeiro Cruz","Kaynan"
92057,"Gabriel Félix dos Santos","Gabriel Félix"
94138,"Felipe dos Reis Pereira Vizeu do Carmo","Felipe Vizeu"
94105,"Devid de Santana Silva","Devid"
94102,"Matheus Gutz","Matheus"
94119,"Lucas da Silva Rocha","Lucas Rocha"
91973,"Lucas Marques de Oliveira","Lucas Marques"
92081,"Richarlison Andrade","Richarlison "
92078,"Wallace Lucas Aires da Silva","Wallace"
94144,"Thallyson Gabriel Lobo Seabra","Thallyson"
94147,"Lucas Ferreira Amaral","Lucas Ferreira"
94067,"Matheus Fernandes Siqueira","Matheus Fernandes"
94154,"Maycon de Andrade Barberan","Maycon"
93153,"Eriélton Carlos Pacheco","Pachequinho"
92084,"Mário Sérgio Pereira Junior","Mário"
92180,"Jair Ventura","Jair Ventura"
94214,"Leonardo Campos Duarte da Silva","Léo Duarte"
94207,"Guilherme Augusto Vieira dos Santos","Guilherme"
92182,"José Carlos Ferreira Júnior","Juninho"
94249,"Lourency do Nascimento Rodrigues","Lourency"
94286,"Pedro Henrique Perotti","Perotti"
93296,"Aderllan Leandro de Jesus Santos","Aderllan Santos"
92085,"Giovanny Bariani Marques","Giovanny "
93368,"Lucas Veríssimo da Silva","Lucas Veríssimo"
93369,"Rodrigo Nascimento França ","Rodrigo Becão"
92193,"Ravanelli Ferreira dos Santos","Ravanelli"
87833,"Luis Alberto Caicedo Medina","Luis Caicedo"
92191,"Leonardo Rodrigues Lima","Léo Jabá"
94336,"Mateus Norton Gomes Chaves","Mateus Norton"
92207,"Caíque Luiz Santos da Purificação","Caíque"
94445,"Edimar Ribeiro da Costa Júnior","Juninho"
93378,"Augusto de Souza Silva","Augusto"
94288,"Guilherme Natan de Lima","Lima"
92438,"Matheus Phillipe Coutinho Gomes","Matheus Phillipe"
86724,"Walter Luiz Silva de Araujo","Luizão"
86760,"Lucas Macanhan Ferreira","Lucas Macanhan"
86713,"Jonathan Francisco Lemos","Jonathan"
86759,"Luan Guilherme de Jesus Vieira","Luan"
86764,"Sidcley Ferreira Pereira","Sidcley"
92501,"Lucas Lovat","Lucas Lovat"
86766,"Matheus Rossetto","Matheus Rossetto"
86757,"Everton Sousa Soares","Everton"
86740,"João Lucas Cardoso","João Lucas"
94765,"Leonardo Peixoto Principe","Léo Principe"
86776,"Jordi Almeida","Jordi"
94509,"Raphael Cavalcante Veiga","Raphael Veiga"
86783,"Henrique Gelain Custódio","Henrique Gelain"
92497,"Douglas Augusto Soares Gomes","Douglas"
86797,"Raniel Santana de Vasconcelos","Raniel"
94583,"Pedro Guilherme Abreu dos Santos","Pedro"
92574,"Kaio Silva Mendes","Kaio"
86859,"José Welison da Silva","José Welison"
86874,"Edson Carlos Santos Lima Junior","Capa"
86935,"Rodrigo Vasconcelos Oliveira","Rodrigo"
86970,"Eduardo Gabriel dos Santos Bauermann","Eduardo Bauermann"
86972,"Emerson Raymundo Santos","Emerson Santos"
86974,"Caio César da Silva Silveira","Caio César"
86861,"Luís Vinícius da Silva Matos","Vinicius"
86863,"Luiz Otávio da Silva Santos","Luiz Otávio "
87008,"Leonardo Cesar Jardim","Léo"
86973,"Leonardo Gomes da Conceição Silva","Léo Gomes"
87028,"Luiz Humberto da Silva Silva","Beto da Silva"
87192,"José Carlos Cracco Neto","Zeca"
87098,"Matheus Vieira Campos Peixoto","Matheus Peixoto"
87158,"Cicero Clebson Alves Santana","Cícero"
87225,"Pedro Henrique Ribeiro Gonçalves","Pedro Henrique"
87398,"Rodrigo de Souza Prado","Rodrigão"
87350,"Julio Buffarini","Buffarini"
87267,"Marcos do Nascimento Teixeira","Marcão"
87342,"Walter Kannemann","Kannemann"
87552,"Vitor Frezarin Bueno","Vitor Bueno"
87228,"Guilherme Antonio Arana Lopes","Guilherme Arana"
87393,"Gabriel Costa França","Gabriel"
87437,"Caíque Silva Sá","Caíque Sá"
86686,"Danilo das Neves Pinheiro","Tchê Tchê"
87747,"Yago Felipe da Costa Rocha","Yago"
87486,"Matheus Reis de Lima","Matheus Reis"
87877,"Júnior Nazareno Sornoza Moreira","Sornoza"
87863,"Giorgian Daniel de Arrascaeta Benedetti","Arrascaeta"
87743,"Leonardo Araújo dos Santos","Léo Santos"
87887,"Fabián Cornelio Balbuena González","Balbuena"
88030,"Warian dos Santos Souza","Warian Santos "
87874,"Jefferson Gabriel Orejuela Izquierdo","Orejuela"
87946,"Geremias Ribeiro Júnior","Júnior"
88002,"Sergio Antonio Soler de Oliveira Junior","Serginho"
87859,"Emilio Enrique Zeballos Gutiérrez","Zeballos"
87864,"Felipe Gedoz da Conceição","Felipe Gedoz "
88087,"Ramon Menezes Roma","Ramon"
88417,"Iago Ângelo Dias","Iago"
88136,"Ivan Quaresma da Silva","Ivan"
88225,"Daniel Guedes da Silva","Daniel Guedes "
87999,"Gustavo Henrique Furtado Scarpa","Gustavo Scarpa"
88597,"Lucas de Figueiredo Crispim","Lucas Crispim"
88125,"Yuri Antonio Costa da Silva","Yuri"
88379,"Jean Patrick Reis","Jean Patrick"
88323,"Ángel Rodrigo Romero Villamayor","Ángel Romero"
88651,"Vinicius Rodolfo de Souza Oliveira","Vinícius Tanque"
88539,"João Vitor Pereira de Alcantara","João Vitor "
88667,"Igor Ribeiro de Jesus","Igor"
89150,"Jean Carlos de Souza Irmer","Jean"
89273,"João Pedro Maturano dos Santos","João Pedro "
89156,"Nathan Pelae Cardoso","Nathan"
89227,"Ânderson Balbino Assis","Balbino"
89341,"Nicolas Morês da Cruz","Nicolas Careca"
89190,"Judivan Flor da Silva","Judivan "
88933,"Bruno Jacinto da Silva","Bruno Paulista"
89285,"Matheus de Sales Cabral","Matheus Sales"
89253,"Maurício Andreazzi Pereira","Andreazzi"
89342,"Wanderson de Jesus Martins","Caju"
89343,"Carlos Eugenio Júnior Tavares dos Santos","Júnior Tavares"
89492,"Saulo Ferreira Silva Nascimento","Saulo"
89493,"Igor Rabello da Costa","Igor Rabello"
85004,"Marcos Felipe de Freitas Monteiro","Marcos Felipe "
85083,"Vinicius Silvestre da Costa","Vinicius Silvestre"
85040,"Gabriel Augusto Xavier","Gabriel Xavier"
89676,"Nickson Gabriel Reis Silva","Nickson"
85418,"Uilson Pedruzzi de Oliveira","Uilson"
85149,"Ronaldo Henrique Ferreira da Silva","Ronaldo"
85425,"João Paulo Silva Martins","João Paulo"
85121,"Robert Gonçalves Santos","Robert "
85241,"Yerry Fernando Mina González","Yerry Mina"
85211,"Thalles Lima","Thalles"
85423,"Wanderson Ferreira de Oliveira","Valdívia"
85591,"Artur Sérgio Batista de Souza","Artur"
85931,"Hyoran Kaue Dalmoro","Hyoran"
89637,"Thiago Maia Alencar","Thiago Maia"
85586,"Jonas Gomes de Sousa","Jonas"
95180,"Wildson Silva de Melo","Índio"
95263,"Lucas Henrique dos Santos","Luquinhas"
86120,"Miguel Angel Borja Hernandez","Borja"
85629,"Daniel Correa Freitas","Daniel"
95315,"Gustavo Marcelo Cardoso Soares","Índio"
85626,"Leonardo Pinheiro da Conceição","Léo"
97449,"Vitor Carvalho Vieira","Carvalho"
99882,"Fabiano Soares Pessoa","Fabiano Soares"
50880,"Keirrison de Souza Carneiro","Keirrison"
68873,"Paulo Victor Mileo Vidotti","Paulo Victor"
68958,"Wallace Reis da Silva","Wallace Reis "
71116,"Roberto Heuchayer Santos de Araújo","Roberto"
92708,"Deyverson Brum Silva Acosta","Deyverson"
36943,"Paulo Autuori","Paulo Autuori"
37245,"Augusto Sérgio Ferreira","Guto Ferreira"
37246,"Ney Franco da Silveira Júnior","Ney Franco"
37333,"Marcelo Ribeiro Cabo","Marcelo Cabo"
37627,"Rodrigo Oliveira de Bittencourt","Diguinho"
37652,"Carlos Alberto Gomes de Jesus","Carlos Alberto"
37663,"Julio Cesar Coelho de Moraes Júnior","Julio Cesar"
38230,"Edinaldo Batista Libânio","Grafite"
38400,"Vinícius Pacheco dos Santos","Vinícius Pacheco"
38632,"Matheus Ferraz Pereira","Matheus Ferraz"
38768,"André Luiz Tavares","Andrezinho"
39850,"Vagner Carmo Mancini","Vagner Mancini"
54424,"Willians Domingos Fernandes","Willians"
68918," Bruno Paulo Machado Barbosa","Bruno Paulo"
69095,"Walter Damián Montillo","Montillo"
70061,"Marcus Winícius Silva Lima","Marcus Winícius"
71090,"João Filipe Rabelo da Costa e Silva","João Filipe"
71123,"Thiago Henrique Mendes Ribeiro","Thiago Mendes"
72605,"Vitor Hugo Franchescoli de Souza","Vitor Hugo"
74075,"Wallace Oliveira dos Santos","Wallace Oliveira"
74083,"Adryan Oliveira Tavares","Adryan "
77777,"João Felipe Schimdt Urbano","João Schmidt "
79553,"Joeliton Lima Santos","Mansur"
80374,"Norberto Pereira Marinho Neto","Norberto "
80441,"Rafael de Jesus Bonfim ","Bonfim "
81923,"Alejandro César Donatti","Donatti"
82627,"Luiz de Araujo Guimaraes Neto","Luiz Araújo"
82876,"Roberto Pimenta Vinagre Filho","Betinho"
83791,"Diego Jardel Koester","Diego Jardel"
85069,"Renan Paulino de Souza","Renan Paulino"
86323,"Walterson Silva","Walterson"
86765,"Bruno da Mota Miranda","Bruno Mota"
86775,"Dejan Petkovic","Petkovic"
86932,"Gustavo Henrique da Silva Sousa","Gustavo"
87470,"Thaciano Mickael da Silva","Thaciano"
87742,"Antônio Francisco Moura Neto","Neto Moura"
88070,"Otacilio Brito Alves","Cafu"
88309,"Renato da Silva Júnior","Renato"
88310,"Lucas Itamir de Sá","Lucas de Sá"
89839,"Andres Eliseo Chavez","Andres Chavez"
90406,"Crysan da Cruz Queiroz Barcelos","Crysan"
91100,"Alípio Duarte Brandão","Alípio"
91264,"Matheus Gonçalves Sávio","Matheus Sávio"
91654,"Daniel da Silva dos Anjos","Daniel dos Anjos"
91687," João Pedro Heinen Silva","João Pedro"
92128,"Luis Henrique Farinhas Taffner","Luis Henrique"
92225,"Thiago Ferreira Lopes","Thiago Lopes"
93108,"Mateus da Silva Vital Assumpção","Mateus Pet"
93282,"Fábio Carvalho Matos","Fábio"
93791,"Daniel Sampaio Simões","Danielzinho"
94269,"Luiz Otávio Alves Marcolino","Luiz Otávio"
95549,"Marcelo Leite Pereira","Marcelinho"
95855,"Kady Iuri Borges Malinowski","Kady"
97341,"Rogério Ceni","Rogério Ceni"
97877,"Patrick Correia Sales","Patrick"
99535,"Vinicius José Paixão de Oliveira Júnior","Vinicius Júnior"
86970,"Eduardo Gabriel dos Santos Bauermann","Eduardo Gabriel"
87211,"Eduardo Augusto Baptista Miguel","Eduardo Baptista"
87946,"Geremias Ribeiro Junior","Todinho"
94857,"Jonathan David Gómez Ospina","Jonathan Gómez"
37424,"Luiz Carlos de Oliveira Preto","Pintado"
91318,"João Paulo Sanches","João Paulo Sanches"
99669,"Elano Blumer","Elano"
99718,"Gabriel Dal Toé Busanello","Busanello"
97448,"Thalisson Kelven da Silva","Thalisson Kelven"
99892,"Luis Alberto Ali Veja","Luis Ali"
99894,"José Francisco dos Santos Júnior","Junior Brumado"
73144,"Jorge Darío Mendoza Torres","Jorge Mendoza"
80076,"Jose Roberto Assunção de Araújo Filho","Zé Roberto"
38509,"Diego Alves Carreira","Diego Alves"
38648,"Anderson Hernanes de Carvalho Andrade Lima","Hernanes"
38617,"Danilo Verón Bairros","Danilinho"
52618,"Anderson Vieira Martins","Anderson Martins"
68886,"Rodrigo Júnior Paula Silva","Digão"
71043,"Leonardo da Silva Vieira","Leo"
80080,"Brenner Marlos Varanda de Oliveira","Brenner"
82625,"Mauro Job Pontes Junior","Maurinho"
83266,"Marcos Guilherme de Almeida Santos Matos","Marcos Guilherme "
87679,"Santiago Tréllez Vivero","Tréllez"
99897,"Flávio Pinto Tanajura","Flávio Tanajura"
97803,"Roger Ibanez da Silva","Ibanez"
99832,"Leonardo da Silva Simas","Leonardo Simas"
99894,"José Francisco dos Santos Júnior","Júnior Brumado"
99896,"Robson Luiz Martins Gomes","Robson Gomes"
94068,"Lucas Ribamar Lopes dos Santos Bibiano","Ribamar"
93317,"Diogo Giacomini","Diogo Giacomini"
62136,"Marcelo de Oliveira Santos","Marcelo Oliveira"
70526,"Mário Rogério Reis Micale ","Rogério Micale"
74134,"Michael Antonio Arroyo Mina","Arroyo"
79032,"William Augusto Alves Conserva","William Alves"
95562,"Alexis Nahuel Messidoro","Messidoro"
98484,"Victor Hugo Soares dos Santos","Kanu"
99900,"Luan Martins Pereira","Luan Pereira"
99903,"Lucas da Silva Ribeiro Campos","Lucas Campos"
90959,"Esteban Andrés Pavez Suazo","Esteban Pavez"
63119,"Evanildo Borges Barbosa Júnior","Juninho"
87872,"Fernando Alexander Guerrero Vásquez","Fernando Guerrero"
70987,"Pablo Diogo Lopes de Lima","Pablo Diogo"
97803,"Roger Ibañez da Silva","Ibañez"
98412,"Giovanni Silva Tiepo","Tiepo"
97449,"Vitor Carvalho Vieira","Vitor Carvalho"
99630,"Carlos Eduardo Casagrande","Preto Casagrande"
99883,"Cristian Anderson Penilla Caicedo","Penilla"
99918,"Patrick Machado Ferreira ","Patrick"
99915,"Ezequiel Santos da Silva","Ezequiel"
83813,"Júlio César Czarnerski","Júlio César "
79019,"Jayme de Almeida Filho","Jayme de Almeida"
99921,"Khevin Rodrigo Fraga","Khevin"
98832,"Jean Pyerre Casagrande Silveira Correa","Jean Pyerre"
